VERSION;TYPE;PEERS;ROUTES;BLOCKSIZE;TOTAL_ROUTES;TOTAL_PREFICES;RSS;SZ;VSZ;i;TIMEDIF;DATETIME
v2.0.8-163-ge813cd67;single;316;17783;;34574;12710;27532;8441;33764;1377;308.193987236;2021-12-06@23:49:46
v2.0.8-163-ge813cd67;single;316;17783;;34574;12710;27304;8441;33764;1398;312.486161392;2021-12-06@23:55:00
v2.0.8-163-ge813cd67;single;316;17783;;34574;12710;27448;8468;33872;1391;311.376580435;2021-12-07@00:00:12
v2.0.8-163-ge813cd67;single;316;17783;;34574;12710;27408;8488;33952;1415;316.358885819;2021-12-07@00:05:30
v2.0.8-163-ge813cd67;single;316;17783;;34574;12710;27208;8411;33644;1395;312.665274985;2021-12-07@00:10:44
v2.0.8-163-ge813cd67;mulimex;316;17783;;34574;12710;1345012;2437790;9751160;303;67.809636965;2021-12-07@00:15:15
v2.0.8-163-ge813cd67;mulimex;316;17783;;34574;12710;1343316;2438145;9752580;310;68.863045109;2021-12-07@00:16:26
v2.0.8-163-ge813cd67;mulimex;316;17783;;34574;12710;1333476;2436939;9747756;313;69.917316184;2021-12-07@00:17:37
v2.0.8-163-ge813cd67;mulimex;316;17783;;34574;12710;1339004;2437407;9749628;311;69.161857163;2021-12-07@00:18:49
v2.0.8-163-ge813cd67;mulimex;316;17783;;34574;12710;1339604;2436905;9747620;305;67.833680449;2021-12-07@00:19:58
v2.0.8-163-ge813cd67;mulimex;316;17783;;34574;12710;1340520;2438025;9752100;312;69.367867416;2021-12-07@00:21:09
v2.0.8-163-ge813cd67;mulimex;316;17783;;34574;12710;1350528;2439559;9758236;309;68.616446795;2021-12-07@00:22:20
v2.0.8-163-ge813cd67;mulimex;316;17783;;34574;12710;1342512;2438486;9753944;311;69.337702741;2021-12-07@00:23:31
v2.0.8-163-ge813cd67;multi;10;31623;;54425;24231;76764;199484;797936;25;5.577802708;2021-12-07@00:25:14
v2.0.8-163-ge813cd67;multi;10;31623;;54425;24231;76900;199458;797832;26;5.788412392;2021-12-07@00:25:21
v2.0.8-163-ge813cd67;multi;10;31623;;54425;24231;76992;199475;797900;27;6.017407981;2021-12-07@00:25:29
v2.0.8-163-ge813cd67;multi;10;31623;;54425;24231;76676;199483;797932;27;6.020662961;2021-12-07@00:25:36
v2.0.8-163-ge813cd67;multi;10;31623;;54425;24231;76620;199481;797924;27;6.020711463;2021-12-07@00:25:44
v2.0.8-163-ge813cd67;multi;10;31623;;54425;24231;76740;199655;798620;26;5.783806234;2021-12-07@00:25:51
v2.0.8-163-ge813cd67;multi;10;31623;;54425;24231;76904;199527;798108;27;6.026277832;2021-12-07@00:25:58
v2.0.8-163-ge813cd67;multi;10;31623;;54425;24231;76908;199483;797932;27;6.022514340;2021-12-07@00:26:06
v2.0.8-163-ge813cd67;imex;10;31623;;54425;24231;64644;18025;72100;77;17.226446663;2021-12-07@00:26:32
v2.0.8-163-ge813cd67;imex;10;31623;;54425;24231;64444;18016;72064;80;17.907633542;2021-12-07@00:26:51
v2.0.8-163-ge813cd67;imex;10;31623;;54425;24231;64408;18007;72028;80;17.926030627;2021-12-07@00:27:11
v2.0.8-163-ge813cd67;imex;10;31623;;54425;24231;64464;18013;72052;77;17.233416684;2021-12-07@00:27:29
v2.0.8-163-ge813cd67;imex;10;31623;;54425;24231;64412;18030;72120;79;17.687326143;2021-12-07@00:27:49
v2.0.8-163-ge813cd67;imex;10;31623;;54425;24231;64364;18005;72020;81;18.123377453;2021-12-07@00:28:08
v2.0.8-163-ge813cd67;imex;10;31623;;54425;24231;64440;18016;72064;82;18.364293282;2021-12-07@00:28:28
v2.0.8-163-ge813cd67;imex;10;31623;;54425;24231;64492;18000;72000;76;17.009441753;2021-12-07@00:28:47
v2.0.8-163-ge813cd67;single;10;31623;;54425;24231;18460;6167;24668;81;18.101138551;2021-12-07@00:29:13
v2.0.8-163-ge813cd67;single;10;31623;;54425;24231;18504;6168;24672;78;17.458490078;2021-12-07@00:29:32
v2.0.8-163-ge813cd67;single;10;31623;;54425;24231;18448;6194;24776;80;17.911326333;2021-12-07@00:29:51
v2.0.8-163-ge813cd67;single;10;31623;;54425;24231;18436;6177;24708;81;18.146125845;2021-12-07@00:30:11
v2.0.8-163-ge813cd67;single;10;31623;;54425;24231;18556;6169;24676;78;17.452083239;2021-12-07@00:30:30
v2.0.8-163-ge813cd67;single;10;31623;;54425;24231;18480;6176;24704;79;17.677930319;2021-12-07@00:30:49
v2.0.8-163-ge813cd67;single;10;31623;;54425;24231;18460;6170;24680;81;18.121845008;2021-12-07@00:31:09
v2.0.8-163-ge813cd67;single;10;31623;;54425;24231;18420;6170;24680;79;17.678617968;2021-12-07@00:31:28
v2.0.8-163-ge813cd67;mulimex;10;31623;;54425;24231;112172;208924;835696;25;5.495750793;2021-12-07@00:31:42
v2.0.8-163-ge813cd67;mulimex;10;31623;;54425;24231;111604;208478;833912;27;6.021183973;2021-12-07@00:31:50
v2.0.8-163-ge813cd67;mulimex;10;31623;;54425;24231;111644;208531;834124;27;6.019107549;2021-12-07@00:31:58
v2.0.8-163-ge813cd67;mulimex;10;31623;;54425;24231;112108;208522;834088;27;6.025052294;2021-12-07@00:32:05
v2.0.8-163-ge813cd67;mulimex;10;31623;;54425;24231;111708;208578;834312;27;6.023775603;2021-12-07@00:32:13
v2.0.8-163-ge813cd67;mulimex;10;31623;;54425;24231;112200;208933;835732;28;6.250478218;2021-12-07@00:32:20
v2.0.8-163-ge813cd67;mulimex;10;31623;;54425;24231;111696;208506;834024;27;6.022541521;2021-12-07@00:32:28
v2.0.8-163-ge813cd67;mulimex;10;31623;;54425;24231;111580;208581;834324;27;6.020572487;2021-12-07@00:32:36
v2.0.8-163-ge813cd67;multi;18;31623;;57202;24252;116424;340481;1361924;29;6.400766487;2021-12-07@00:32:53
v2.0.8-163-ge813cd67;multi;18;31623;;57202;24252;116692;340571;1362284;33;7.379586660;2021-12-07@00:33:02
v2.0.8-163-ge813cd67;multi;18;31623;;57202;24252;116604;340586;1362344;33;7.381501958;2021-12-07@00:33:11
v2.0.8-163-ge813cd67;multi;18;31623;;57202;24252;116620;340566;1362264;33;7.381369677;2021-12-07@00:33:20
v2.0.8-163-ge813cd67;multi;18;31623;;57202;24252;116664;340622;1362488;33;7.384938356;2021-12-07@00:33:28
v2.0.8-163-ge813cd67;multi;18;31623;;57202;24252;117200;340835;1363340;33;7.373041717;2021-12-07@00:33:37
v2.0.8-163-ge813cd67;multi;18;31623;;57202;24252;116348;340492;1361968;33;7.389839125;2021-12-07@00:33:46
v2.0.8-163-ge813cd67;multi;18;31623;;57202;24252;116464;340628;1362512;33;7.379063027;2021-12-07@00:33:55
v2.0.8-163-ge813cd67;imex;18;31623;;57202;24252;88760;24347;97388;134;30.083540487;2021-12-07@00:34:38
v2.0.8-163-ge813cd67;imex;18;31623;;57202;24252;88600;24339;97356;135;30.306881467;2021-12-07@00:35:10
v2.0.8-163-ge813cd67;imex;18;31623;;57202;24252;88580;24323;97292;136;30.533026576;2021-12-07@00:35:42
v2.0.8-163-ge813cd67;imex;18;31623;;57202;24252;88728;24308;97232;145;32.572913302;2021-12-07@00:36:16
v2.0.8-163-ge813cd67;imex;18;31623;;57202;24252;88696;24332;97328;136;30.525377490;2021-12-07@00:36:48
v2.0.8-163-ge813cd67;imex;18;31623;;57202;24252;88808;24349;97396;131;29.401545980;2021-12-07@00:37:19
v2.0.8-163-ge813cd67;imex;18;31623;;57202;24252;88932;24318;97272;136;30.529224325;2021-12-07@00:37:51
v2.0.8-163-ge813cd67;imex;18;31623;;57202;24252;88752;24336;97344;134;30.071959037;2021-12-07@00:38:22
v2.0.8-163-ge813cd67;single;18;31623;;57202;24252;19868;6518;26072;136;30.477845740;2021-12-07@00:39:08
v2.0.8-163-ge813cd67;single;18;31623;;57202;24252;19816;6510;26040;135;30.291957133;2021-12-07@00:39:40
v2.0.8-163-ge813cd67;single;18;31623;;57202;24252;19812;6532;26128;134;30.058306208;2021-12-07@00:40:12
v2.0.8-163-ge813cd67;single;18;31623;;57202;24252;19824;6503;26012;134;30.088943675;2021-12-07@00:40:43
v2.0.8-163-ge813cd67;single;18;31623;;57202;24252;19744;6516;26064;137;30.729689582;2021-12-07@00:41:15
v2.0.8-163-ge813cd67;single;18;31623;;57202;24252;19864;6523;26092;135;30.302545625;2021-12-07@00:41:47
v2.0.8-163-ge813cd67;single;18;31623;;57202;24252;19836;6506;26024;135;30.299142632;2021-12-07@00:42:19
v2.0.8-163-ge813cd67;single;18;31623;;57202;24252;19816;6503;26012;133;29.843170551;2021-12-07@00:42:50
v2.0.8-163-ge813cd67;mulimex;18;31623;;57202;24252;173404;355989;1423956;31;6.885606766;2021-12-07@00:43:10
v2.0.8-163-ge813cd67;mulimex;18;31623;;57202;24252;172724;355300;1421200;35;7.833118953;2021-12-07@00:43:19
v2.0.8-163-ge813cd67;mulimex;18;31623;;57202;24252;173084;355306;1421224;35;7.847829123;2021-12-07@00:43:29
v2.0.8-163-ge813cd67;mulimex;18;31623;;57202;24252;172604;355301;1421204;35;7.830660423;2021-12-07@00:43:38
v2.0.8-163-ge813cd67;mulimex;18;31623;;57202;24252;173664;355321;1421284;34;7.621537193;2021-12-07@00:43:47
v2.0.8-163-ge813cd67;mulimex;18;31623;;57202;24252;173276;355327;1421308;35;7.841106487;2021-12-07@00:43:56
v2.0.8-163-ge813cd67;mulimex;18;31623;;57202;24252;173584;355401;1421604;35;7.844758686;2021-12-07@00:44:06
v2.0.8-163-ge813cd67;mulimex;18;31623;;57202;24252;174300;355426;1421704;35;7.845561359;2021-12-07@00:44:15
v2.0.8-163-ge813cd67;multi;32;31623;;58800;24186;182716;587123;2348492;47;10.579153166;2021-12-07@00:44:43
v2.0.8-163-ge813cd67;multi;32;31623;;58800;24186;184024;587074;2348296;51;11.463146307;2021-12-07@00:44:56
v2.0.8-163-ge813cd67;multi;32;31623;;58800;24186;184800;586959;2347836;53;11.911091684;2021-12-07@00:45:10
v2.0.8-163-ge813cd67;multi;32;31623;;58800;24186;184032;587062;2348248;52;11.692711266;2021-12-07@00:45:23
v2.0.8-163-ge813cd67;multi;32;31623;;58800;24186;186044;587247;2348988;52;11.695563953;2021-12-07@00:45:36
v2.0.8-163-ge813cd67;multi;32;31623;;58800;24186;184560;588183;2352732;52;11.701077247;2021-12-07@00:45:49
v2.0.8-163-ge813cd67;multi;32;31623;;58800;24186;185772;588521;2354084;52;11.689344915;2021-12-07@00:46:02
v2.0.8-163-ge813cd67;multi;32;31623;;58800;24186;185504;587566;2350264;52;11.690960133;2021-12-07@00:46:16
v2.0.8-163-ge813cd67;imex;32;31623;;58800;24186;128752;34758;139032;237;53.312138122;2021-12-07@00:47:30
v2.0.8-163-ge813cd67;imex;32;31623;;58800;24186;128692;34777;139108;228;51.235768652;2021-12-07@00:48:23
v2.0.8-163-ge813cd67;imex;32;31623;;58800;24186;129096;34807;139228;234;52.648362874;2021-12-07@00:49:17
v2.0.8-163-ge813cd67;imex;32;31623;;58800;24186;128696;34741;138964;232;52.133848451;2021-12-07@00:50:10
v2.0.8-163-ge813cd67;imex;32;31623;;58800;24186;128676;34775;139100;229;51.523463627;2021-12-07@00:51:03
v2.0.8-163-ge813cd67;imex;32;31623;;58800;24186;128924;34766;139064;234;52.616067758;2021-12-07@00:51:58
v2.0.8-163-ge813cd67;imex;32;31623;;58800;24186;128692;34772;139088;236;53.036605963;2021-12-07@00:52:52
v2.0.8-163-ge813cd67;imex;32;31623;;58800;24186;129244;34831;139324;230;51.705653714;2021-12-07@00:53:45
v2.0.8-163-ge813cd67;single;32;31623;;58800;24186;21324;6853;27412;245;55.167119391;2021-12-07@00:55:01
v2.0.8-163-ge813cd67;single;32;31623;;58800;24186;21180;6852;27408;236;53.172595220;2021-12-07@00:55:56
v2.0.8-163-ge813cd67;single;32;31623;;58800;24186;21072;6862;27448;242;54.524588789;2021-12-07@00:56:52
v2.0.8-163-ge813cd67;single;32;31623;;58800;24186;21176;6855;27420;236;53.161102168;2021-12-07@00:57:47
v2.0.8-163-ge813cd67;single;32;31623;;58800;24186;21320;6848;27392;232;52.259276307;2021-12-07@00:58:40
v2.0.8-163-ge813cd67;single;32;31623;;58800;24186;21052;6873;27492;232;52.266579352;2021-12-07@00:59:34
v2.0.8-163-ge813cd67;single;32;31623;;58800;24186;21088;6856;27424;233;52.467697369;2021-12-07@01:00:28
v2.0.8-163-ge813cd67;single;32;31623;;58800;24186;21468;6856;27424;237;53.383505884;2021-12-07@01:01:23
v2.0.8-163-ge813cd67;mulimex;32;31623;;58800;24186;278572;611752;2447008;52;11.653541875;2021-12-07@01:01:58
v2.0.8-163-ge813cd67;mulimex;32;31623;;58800;24186;278404;612760;2451040;55;12.368262406;2021-12-07@01:02:12
v2.0.8-163-ge813cd67;mulimex;32;31623;;58800;24186;279616;612778;2451112;53;11.911194767;2021-12-07@01:02:25
v2.0.8-163-ge813cd67;mulimex;32;31623;;58800;24186;278372;611777;2447108;55;12.368401746;2021-12-07@01:02:39
v2.0.8-163-ge813cd67;mulimex;32;31623;;58800;24186;278708;611731;2446924;55;12.381498100;2021-12-07@01:02:53
v2.0.8-163-ge813cd67;mulimex;32;31623;;58800;24186;278272;611671;2446684;54;12.134275556;2021-12-07@01:03:07
v2.0.8-163-ge813cd67;mulimex;32;31623;;58800;24186;278436;611804;2447216;55;12.363755621;2021-12-07@01:03:21
v2.0.8-163-ge813cd67;mulimex;32;31623;;58800;24186;278860;611664;2446656;55;12.360190208;2021-12-07@01:03:35
v2.0.8-163-ge813cd67;multi;56;31623;;59758;24285;300868;1011829;4047316;79;17.841550637;2021-12-07@01:04:22
v2.0.8-163-ge813cd67;multi;56;31623;;59758;24285;301204;1009790;4039160;85;19.150460681;2021-12-07@01:04:42
v2.0.8-163-ge813cd67;multi;56;31623;;59758;24285;301884;1009931;4039724;85;19.156987935;2021-12-07@01:05:03
v2.0.8-163-ge813cd67;multi;56;31623;;59758;24285;303212;1011935;4047740;85;19.168569429;2021-12-07@01:05:24
v2.0.8-163-ge813cd67;multi;56;31623;;59758;24285;302832;1009878;4039512;85;19.152589510;2021-12-07@01:05:44
v2.0.8-163-ge813cd67;multi;56;31623;;59758;24285;301332;1009520;4038080;85;19.156489738;2021-12-07@01:06:05
v2.0.8-163-ge813cd67;multi;56;31623;;59758;24285;304196;1010217;4040868;86;19.419680958;2021-12-07@01:06:26
v2.0.8-163-ge813cd67;multi;56;31623;;59758;24285;302612;1010067;4040268;85;19.179914363;2021-12-07@01:06:47
v2.0.8-163-ge813cd67;imex;56;31623;;59758;24285;197272;52561;210244;411;92.667699750;2021-12-07@01:08:57
v2.0.8-163-ge813cd67;imex;56;31623;;59758;24285;197560;52712;210848;392;88.400097042;2021-12-07@01:10:27
v2.0.8-163-ge813cd67;imex;56;31623;;59758;24285;197332;52624;210496;393;88.657107917;2021-12-07@01:11:57
v2.0.8-163-ge813cd67;imex;56;31623;;59758;24285;197476;52616;210464;395;89.129672065;2021-12-07@01:13:28
v2.0.8-163-ge813cd67;imex;56;31623;;59758;24285;197100;52596;210384;410;92.483124898;2021-12-07@01:15:02
v2.0.8-163-ge813cd67;imex;56;31623;;59758;24285;197380;52585;210340;390;87.999132200;2021-12-07@01:16:32
v2.0.8-163-ge813cd67;imex;56;31623;;59758;24285;197308;52606;210424;388;87.613169021;2021-12-07@01:18:01
v2.0.8-163-ge813cd67;imex;56;31623;;59758;24285;197384;52611;210444;389;87.708007347;2021-12-07@01:19:30
v2.0.8-163-ge813cd67;single;56;31623;;59758;24285;22788;7301;29204;418;94.321222264;2021-12-07@01:21:40
v2.0.8-163-ge813cd67;single;56;31623;;59758;24285;22700;7295;29180;410;92.585081943;2021-12-07@01:23:14
v2.0.8-163-ge813cd67;single;56;31623;;59758;24285;23016;7326;29304;411;92.781088585;2021-12-07@01:24:48
v2.0.8-163-ge813cd67;single;56;31623;;59758;24285;23032;7295;29180;403;90.937158773;2021-12-07@01:26:21
v2.0.8-163-ge813cd67;single;56;31623;;59758;24285;23032;7290;29160;411;92.785834058;2021-12-07@01:27:55
v2.0.8-163-ge813cd67;single;56;31623;;59758;24285;22900;7280;29120;402;90.704430019;2021-12-07@01:29:27
v2.0.8-163-ge813cd67;single;56;31623;;59758;24285;22868;7305;29220;407;91.854492069;2021-12-07@01:31:01
v2.0.8-163-ge813cd67;single;56;31623;;59758;24285;22860;7289;29156;409;92.300350374;2021-12-07@01:32:34
v2.0.8-163-ge813cd67;mulimex;56;31623;;59758;24285;461260;1053358;4213432;87;19.699291229;2021-12-07@01:33:30
v2.0.8-163-ge813cd67;mulimex;56;31623;;59758;24285;460912;1051415;4205660;92;20.785507756;2021-12-07@01:33:53
v2.0.8-163-ge813cd67;mulimex;56;31623;;59758;24285;461152;1053291;4213164;87;19.726254969;2021-12-07@01:34:29
v2.0.8-163-ge813cd67;mulimex;56;31623;;59758;24285;459876;1051307;4205228;92;20.775752567;2021-12-07@01:34:51
v2.0.8-163-ge813cd67;mulimex;56;31623;;59758;24285;460072;1051324;4205296;91;20.555773537;2021-12-07@01:35:13
v2.0.8-163-ge813cd67;mulimex;56;31623;;59758;24285;460996;1053211;4212844;91;20.528760828;2021-12-07@01:35:35
v2.0.8-163-ge813cd67;mulimex;56;31623;;59758;24285;459916;1051392;4205568;92;20.781245594;2021-12-07@01:35:58
v2.0.8-163-ge813cd67;mulimex;56;31623;;59758;24285;459308;1053332;4213328;92;20.789469705;2021-12-07@01:36:20
v2.0.8-163-ge813cd67;multi;100;31623;;60390;24233;517380;1784173;7136692;153;34.416894304;2021-12-07@01:37:47
v2.0.8-163-ge813cd67;multi;100;31623;;60390;24233;515612;1787609;7150436;157;35.405846288;2021-12-07@01:38:24
v2.0.8-163-ge813cd67;multi;100;31623;;60390;24233;515420;1787527;7150108;154;34.881555762;2021-12-07@01:39:01
v2.0.8-163-ge813cd67;multi;100;31623;;60390;24233;516432;1784413;7137652;155;35.032807443;2021-12-07@01:39:37
v2.0.8-163-ge813cd67;multi;100;31623;;60390;24233;513816;1783791;7135164;155;35.070035286;2021-12-07@01:40:14
v2.0.8-163-ge813cd67;multi;100;31623;;60390;24233;515732;1788102;7152408;157;35.566989248;2021-12-07@01:40:51
v2.0.8-163-ge813cd67;multi;100;31623;;60390;24233;515368;1787864;7151456;152;34.373459724;2021-12-07@01:41:27
v2.0.8-163-ge813cd67;multi;100;31623;;60390;24233;514820;1783941;7135764;158;35.657870096;2021-12-07@01:42:04
v2.0.8-163-ge813cd67;imex;100;31623;;60390;24233;320068;84718;338872;709;160.467395019;2021-12-07@01:45:52
v2.0.8-163-ge813cd67;imex;100;31623;;60390;24233;320124;84653;338612;719;162.870144403;2021-12-07@01:48:36
v2.0.8-163-ge813cd67;imex;100;31623;;60390;24233;320528;84778;339112;695;157.321678340;2021-12-07@01:51:15
v2.0.8-163-ge813cd67;imex;100;31623;;60390;24233;321228;84926;339704;710;160.900969657;2021-12-07@01:53:57
v2.0.8-163-ge813cd67;imex;100;31623;;60390;24233;320524;84759;339036;714;161.734540286;2021-12-07@01:56:41
v2.0.8-163-ge813cd67;imex;100;31623;;60390;24233;321320;84981;339924;734;166.062190793;2021-12-07@01:59:28
v2.0.8-163-ge813cd67;imex;100;31623;;60390;24233;319704;84544;338176;783;177.636056130;2021-12-07@02:02:27
v2.0.8-163-ge813cd67;imex;100;31623;;60390;24233;320308;84771;339084;725;164.311025332;2021-12-07@02:05:13
v2.0.8-163-ge813cd67;single;100;31623;;60390;24233;25224;7915;31660;737;166.981266478;2021-12-07@02:09:01
v2.0.8-163-ge813cd67;single;100;31623;;60390;24233;25580;7940;31760;720;163.318866170;2021-12-07@02:11:46
v2.0.8-163-ge813cd67;single;100;31623;;60390;24233;25420;7917;31668;723;164.033187130;2021-12-07@02:14:32
v2.0.8-163-ge813cd67;single;100;31623;;60390;24233;25660;7925;31700;752;170.489334259;2021-12-07@02:17:24
v2.0.8-163-ge813cd67;single;100;31623;;60390;24233;25400;7944;31776;725;164.360053176;2021-12-07@02:20:10
v2.0.8-163-ge813cd67;single;100;31623;;60390;24233;25464;7929;31716;752;170.679482590;2021-12-07@02:23:02
v2.0.8-163-ge813cd67;single;100;31623;;60390;24233;25596;7948;31792;743;168.575556044;2021-12-07@02:25:52
v2.0.8-163-ge813cd67;single;100;31623;;60390;24233;25720;7942;31768;725;164.418423815;2021-12-07@02:28:38
v2.0.8-163-ge813cd67;mulimex;100;31623;;60390;24233;789592;1856704;7426816;159;36.027172624;2021-12-07@02:30:20
v2.0.8-163-ge813cd67;mulimex;100;31623;;60390;24233;793800;1857106;7428424;166;37.648918435;2021-12-07@02:30:59
v2.0.8-163-ge813cd67;mulimex;100;31623;;60390;24233;794172;1857583;7430332;168;38.092730405;2021-12-07@02:31:39
v2.0.8-163-ge813cd67;mulimex;100;31623;;60390;24233;793608;1857138;7428552;166;37.684220950;2021-12-07@02:32:18
v2.0.8-163-ge813cd67;mulimex;100;31623;;60390;24233;791064;1856783;7427132;169;38.270562574;2021-12-07@02:32:58
v2.0.8-163-ge813cd67;mulimex;100;31623;;60390;24233;792100;1856917;7427668;164;37.153277285;2021-12-07@02:33:37
v2.0.8-163-ge813cd67;mulimex;100;31623;;60390;24233;794384;1857127;7428508;165;37.381511046;2021-12-07@02:34:15
v2.0.8-163-ge813cd67;mulimex;100;31623;;60390;24233;792788;1860509;7442036;164;37.170801259;2021-12-07@02:34:54
v2.0.8-163-ge813cd67;multi;178;31623;;60806;24427;898856;2306688;9226752;282;63.485166959;2021-12-07@02:37:34
v2.0.8-163-ge813cd67;multi;178;31623;;60806;24427;896396;2306813;9227252;285;64.147590879;2021-12-07@02:38:40
v2.0.8-163-ge813cd67;multi;178;31623;;60806;24427;894276;2305744;9222976;289;64.815940230;2021-12-07@02:39:46
v2.0.8-163-ge813cd67;multi;178;31623;;60806;24427;892804;2305880;9223520;288;65.236804114;2021-12-07@02:40:53
v2.0.8-163-ge813cd67;multi;178;31623;;60806;24427;891536;2305180;9220720;284;64.155186868;2021-12-07@02:41:58
v2.0.8-163-ge813cd67;multi;178;31623;;60806;24427;896172;2306350;9225400;288;64.981371702;2021-12-07@02:43:05
v2.0.8-163-ge813cd67;multi;178;31623;;60806;24427;899116;2306601;9226404;286;64.785877279;2021-12-07@02:44:11
v2.0.8-163-ge813cd67;multi;178;31623;;60806;24427;894444;2305725;9222900;286;64.495302153;2021-12-07@02:45:17
v2.0.8-163-ge813cd67;imex;178;31623;;60806;24427;545384;143317;573268;1322;301.218931787;2021-12-07@02:52:17
v2.0.8-163-ge813cd67;imex;178;31623;;60806;24427;542120;142445;569780;1271;289.021362138;2021-12-07@02:57:07
v2.0.8-163-ge813cd67;imex;178;31623;;60806;24427;540200;142046;568184;1246;283.686969006;2021-12-07@03:01:53
v2.0.8-163-ge813cd67;imex;178;31623;;60806;24427;545040;143179;572716;1275;290.751202239;2021-12-07@03:06:45
v2.0.8-163-ge813cd67;imex;178;31623;;60806;24427;541324;142212;568848;1296;294.315330410;2021-12-07@03:11:41
v2.0.8-163-ge813cd67;imex;178;31623;;60806;24427;545964;143497;573988;1328;302.179796484;2021-12-07@03:16:44
v2.0.8-163-ge813cd67;imex;178;31623;;60806;24427;541064;142169;568676;1219;277.303647172;2021-12-07@03:21:23
v2.0.8-163-ge813cd67;imex;178;31623;;60806;24427;543708;142865;571460;1219;277.251790644;2021-12-07@03:26:02
v2.0.8-163-ge813cd67;single;178;31623;;60806;24427;29568;8953;35812;1381;314.933741822;2021-12-07@03:33:15
v2.0.8-163-ge813cd67;single;178;31623;;60806;24427;29852;8987;35948;1381;314.884152091;2021-12-07@03:38:31
v2.0.8-163-ge813cd67;single;178;31623;;60806;24427;29464;8955;35820;1315;299.610186275;2021-12-07@03:43:32
v2.0.8-163-ge813cd67;single;178;31623;;60806;24427;29584;9000;36000;1341;305.879601392;2021-12-07@03:48:40
v2.0.8-163-ge813cd67;single;178;31623;;60806;24427;29728;8974;35896;1327;302.430958846;2021-12-07@03:53:44
v2.0.8-163-ge813cd67;single;178;31623;;60806;24427;29684;8987;35948;1340;305.636436267;2021-12-07@03:58:51
v2.0.8-163-ge813cd67;single;178;31623;;60806;24427;29636;8994;35976;1343;306.805716527;2021-12-07@04:03:59
v2.0.8-163-ge813cd67;single;178;31623;;60806;24427;29812;8938;35752;1358;309.108867395;2021-12-07@04:09:10
v2.0.8-163-ge813cd67;mulimex;178;31623;;60806;24427;1383884;2433999;9735996;288;65.782263965;2021-12-07@04:12:09
v2.0.8-163-ge813cd67;mulimex;178;31623;;60806;24427;1387548;2440387;9761548;296;67.251556543;2021-12-07@04:13:18
v2.0.8-163-ge813cd67;mulimex;178;31623;;60806;24427;1380996;2439256;9757024;289;65.705329339;2021-12-07@04:14:25
v2.0.8-163-ge813cd67;mulimex;178;31623;;60806;24427;1386556;2434621;9738484;303;68.836958194;2021-12-07@04:15:36
v2.0.8-163-ge813cd67;mulimex;178;31623;;60806;24427;1394092;2436329;9745316;302;67.997739998;2021-12-07@04:16:46
v2.0.8-163-ge813cd67;mulimex;178;31623;;60806;24427;1390056;2435491;9741964;304;68.100654920;2021-12-07@04:17:56
v2.0.8-163-ge813cd67;mulimex;178;31623;;60806;24427;1386112;2434454;9737816;298;67.415780839;2021-12-07@04:19:05
v2.0.8-163-ge813cd67;mulimex;178;31623;;60806;24427;1387456;2435007;9740028;298;67.383057018;2021-12-07@04:20:14
v2.0.8-163-ge813cd67;multi;316;31623;;61364;24592;1564356;2475939;9903756;494;113.081628459;2021-12-07@04:25:05
v2.0.8-163-ge813cd67;multi;316;31623;;61364;24592;1561796;2484820;9939280;499;114.135198074;2021-12-07@04:27:01
v2.0.8-163-ge813cd67;multi;316;31623;;61364;24592;1568952;2476967;9907868;495;113.669964646;2021-12-07@04:28:57
v2.0.8-163-ge813cd67;multi;316;31623;;61364;24592;1569832;2477406;9909624;497;113.601881144;2021-12-07@04:30:52
v2.0.8-163-ge813cd67;multi;316;31623;;61364;24592;1558324;2474234;9896936;496;113.867045197;2021-12-07@04:32:48
v2.0.8-163-ge813cd67;multi;316;31623;;61364;24592;1568836;2477533;9910132;497;113.782203885;2021-12-07@04:34:43
v2.0.8-163-ge813cd67;multi;316;31623;;61364;24592;1565824;2485586;9942344;501;114.821111493;2021-12-07@04:36:40
v2.0.8-163-ge813cd67;multi;316;31623;;61364;24592;1565860;2485028;9940112;498;114.275231717;2021-12-07@04:38:36
v2.0.8-163-ge813cd67;imex;316;31623;;61364;24592;936584;245198;980792;2427;554.549783224;2021-12-07@04:51:18
v2.0.8-163-ge813cd67;imex;316;31623;;61364;24592;933528;244480;977920;2295;524.808953460;2021-12-07@05:00:04
v2.0.8-163-ge813cd67;imex;316;31623;;61364;24592;932280;244185;976740;2408;550.042429410;2021-12-07@05:09:16
v2.0.8-163-ge813cd67;imex;316;31623;;61364;24592;932532;244198;976792;2362;540.242527510;2021-12-07@05:18:17
v2.0.8-163-ge813cd67;imex;316;31623;;61364;24592;934304;244660;978640;2331;532.427188477;2021-12-07@05:27:11
v2.0.8-163-ge813cd67;imex;316;31623;;61364;24592;931900;244106;976424;2330;532.685504183;2021-12-07@05:36:06
v2.0.8-163-ge813cd67;imex;316;31623;;61364;24592;933356;244429;977716;2394;547.319692755;2021-12-07@05:45:15
v2.0.8-163-ge813cd67;imex;316;31623;;61364;24592;936964;245256;981024;2406;550.548794255;2021-12-07@05:54:27
v2.0.8-163-ge813cd67;single;316;31623;;61364;24592;36176;10588;42352;2521;579.773663369;2021-12-07@06:07:43
v2.0.8-163-ge813cd67;single;316;31623;;61364;24592;36132;10623;42492;2531;581.015621061;2021-12-07@06:17:26
